ClientID,JoinDate,Gender,Married,Birth,MarvelFavoriteCharacter,Occupation,Iron Man,The Incredible Hulk,Iron Man 2,Thor,Captain America: The First Avenger,The Avengers,Iron Man 3,Thor: The Dark World,Captain America: The Winter Soldier,Guardians of Galaxy,Avengers: Age of Ultron,Ant-Man,Captain America: Civil War,Doctor Strange,Guardians of Galaxy 2,Spider-Man: Homecoming,Thor: Ragnarok,Black Panther,Avengers: Infinity War,Ant-Man and the Wasp,Captain Marvel,Avengers: Endgame,Spider-Man: Far From Home,Black Widow,Shang-Chi and the Legend of the Ten Rings,Eternals,Spider-Man: No Way Home
ERQV347,1/1/2019,F,S,1963,Captain America,engineers,-1,10,-1,1,10,-1,7,2,10,4,8,6,10,-1,-1,10,2,0,0,-1,-1,6,5,4,10,-1,0
LOGK8ON,1/5/2018,M,M,1963,MJ,shopkeepers,-1,0,10,-1,-1,9,1,-1,10,9,-1,-1,6,-1,-1,10,-1,10,3,8,4,7,10,2,9,8,10
66J7MA7,1/3/2019,F,M,1975,Thanos,politicians,1,-1,9,-1,-1,10,-1,-1,7,3,10,1,-1,9,8,0,3,1,10,-1,8,10,0,2,-1,-1,-1
MPH1FYN,1/6/2017,M,M,1958,Spider-Man,shopkeepers,0,1,1,-1,4,1,2,4,-1,5,-1,2,9,-1,10,10,-1,-1,7,2,3,6,10,4,2,-1,10
HS48303,1/5/2017,M,M,1988,Thanos,politicians,3,6,5,-1,8,10,1,-1,0,7,10,6,-1,3,8,2,10,-1,10,6,-1,10,1,-1,7,-1,3
T55ST2N,1/5/2020,M,W,1966,Thanos,politicians,-1,0,5,10,0,10,-1,7,1,0,10,-1,10,-1,-1,4,0,1,10,0,9,10,-1,-1,4,7,3
BAX3GJL,1/6/2019,M,U,1981,Ant-Man,hotel/restaurant,-1,3,4,-1,8,4,-1,-1,3,-1,9,10,3,8,-1,1,-1,0,8,10,5,4,-1,8,10,1,5
3CDBBQQ,1/6/2020,M,M,1989,Doctor Strange,hotel/restaurant,-1,10,1,-1,4,5,6,4,6,1,2,8,7,10,-1,-1,-1,9,6,5,-1,-1,2,1,-1,0,-1
4HGAZ5E,1/1/2019,M,M,1980,Thanos,politicians,7,9,-1,-1,5,10,0,-1,1,-1,10,-1,-1,8,-1,-1,9,4,10,7,4,10,-1,-1,1,-1,7
PBGKGQ7,1/5/2017,M,M,1961,Iron Man,shopkeepers,10,-1,10,10,2,5,10,10,4,-1,-1,-1,10,2,-1,8,-1,-1,3,-1,3,-1,1,-1,-1,7,-1
VHBL82O,1/5/2018,M,M,1985,Iron Man,engineers,10,3,10,-1,-1,6,10,7,-1,-1,3,5,-1,7,-1,7,-1,-1,0,-1,9,-1,3,7,2,-1,-1
X76IIEM,1/1/2017,M,S,1987,Spider-Man,hotel/restaurant,3,6,3,10,8,6,7,-1,9,7,3,-1,-1,-1,-1,10,9,4,1,-1,8,4,10,-1,8,1,10
RKR8L9J,1/2/2020,F,M,1969,Captain America,politicians,3,9,7,4,10,-1,0,-1,10,7,6,-1,10,7,-1,3,-1,6,2,7,-1,8,2,-1,9,9,4
SQINHV7,1/10/2018,F,S,1995,Pepper Potts,politicians,10,-1,10,-1,8,-1,10,0,10,6,7,5,-1,0,0,-1,-1,10,-1,-1,6,-1,9,-1,-1,8,-1
IMJWTE6,1/12/2017,F,S,1982,Groot,shopkeepers,9,8,5,8,10,-1,1,1,2,10,3,-1,-1,5,10,2,6,0,2,-1,0,-1,8,6,9,-1,4
8BAK4ZG,1/4/2020,M,U,1974,Iron Man,politicians,10,6,10,0,-1,2,10,-1,3,8,-1,2,6,7,4,-1,4,1,1,9,6,-1,5,3,4,0,-1
FKCHSF6,1/6/2016,F,U,1959,Groot,politicians,10,-1,3,8,6,0,-1,3,2,10,1,2,5,-1,10,6,-1,10,3,6,0,0,8,2,10,4,-1
UPCB1XW,1/3/2018,F,M,1983,Iron Man,politicians,10,4,10,2,3,5,10,6,8,-1,7,6,-1,6,0,10,10,5,-1,6,7,-1,4,1,10,3,-1
QEWWT2D,1/11/2017,M,M,1970,Iron Man,politicians,10,-1,10,7,3,-1,10,-1,-1,8,5,-1,-1,1,2,-1,8,3,3,6,1,5,4,7,5,5,4
DZRD2MJ,1/2/2018,M,M,1972,Black Widow,hotel/restaurant,3,10,4,0,8,-1,-1,5,7,8,-1,-1,-1,6,-1,8,-1,9,9,3,0,0,1,10,2,10,-1
R4B2E78,1/12/2019,M,U,1967,Thanos,hotel/restaurant,0,-1,10,-1,-1,10,-1,2,9,0,10,0,1,5,-1,1,-1,1,10,-1,8,10,5,0,8,2,6
AWY977E,1/11/2019,M,M,1972,Captain America,politicians,6,2,10,9,10,-1,2,1,10,3,3,6,10,-1,-1,3,5,-1,5,3,8,-1,1,-1,2,2,3
R0J2IXA,1/11/2019,M,M,1994,Black Widow,politicians,0,1,-1,-1,6,7,-1,-1,-1,3,-1,7,7,4,-1,-1,0,6,-1,-1,5,-1,-1,10,-1,5,5
NXMU8QP,1/9/2017,M,M,1970,Black Widow,politicians,-1,8,0,1,8,2,-1,8,2,-1,0,-1,5,6,-1,10,9,2,3,2,0,-1,5,10,-1,5,10
YLP2249,1/4/2018,F,S,1988,Black Widow,politicians,-1,7,-1,7,-1,4,-1,-1,4,6,3,7,1,0,9,7,-1,8,4,10,7,2,7,10,9,-1,2
L2DEJY5,1/9/2018,M,M,1982,Groot,hotel/restaurant,-1,1,8,1,4,-1,2,7,-1,10,2,0,7,-1,10,6,4,-1,6,-1,-1,-1,-1,0,5,-1,6
Y4H03KF,1/4/2013,M,U,1987,Iron Man,politicians,10,3,10,6,9,8,10,5,1,-1,3,-1,2,0,1,2,-1,2,10,-1,0,2,10,-1,6,9,9
ZWBYFEV,1/10/2018,F,S,1985,Pepper Potts,hotel/restaurant,10,-1,10,4,-1,4,10,4,9,2,3,6,-1,-1,1,-1,8,-1,5,4,0,-1,5,3,3,7,-1
JPBZJVN,1/8/2019,F,M,1997,Thor,politicians,8,7,7,10,2,-1,4,10,5,-1,5,7,-1,10,9,-1,10,-1,1,-1,9,-1,-1,10,-1,9,3
GDAWTOV,1/5/2016,M,M,1978,Groot,hotel/restaurant,8,8,-1,10,2,-1,1,10,4,10,5,-1,8,-1,10,-1,8,1,7,9,9,-1,0,4,-1,1,3
NE7MDWR,1/5/2019,F,M,1972,Black Widow,hotel/restaurant,-1,0,-1,-1,5,4,-1,6,-1,8,-1,2,5,0,3,-1,7,9,9,7,4,-1,1,10,9,1,7
TXUF8F0,1/10/2013,M,U,1963,Groot,politicians,3,5,0,-1,-1,-1,1,10,1,10,0,1,-1,8,10,8,7,1,7,-1,-1,-1,-1,2,6,5,4
10AIQKY,1/8/2019,M,M,1982,Thanos,politicians,9,8,0,-1,-1,10,5,-1,9,3,10,6,-1,0,-1,10,2,-1,10,7,3,10,9,2,7,6,3
U2UNLCA,1/11/2017,F,S,1987,Loki,politicians,9,1,4,10,-1,4,6,10,6,4,5,6,-1,5,1,0,10,-1,10,-1,-1,7,2,9,10,9,-1
DK14W9C,1/4/2019,M,M,1987,Iron Man,politicians,10,4,10,4,5,-1,10,1,0,2,-1,7,8,8,10,-1,10,-1,9,-1,-1,10,4,-1,-1,-1,3
Y4LJYCS,1/7/2017,M,M,1982,Iron Man,politicians,10,5,10,-1,-1,-1,10,7,9,5,6,8,2,6,2,2,10,-1,6,-1,-1,5,8,2,3,-1,9
KJF5XUI,1/5/2017,M,M,1976,Iron Man,shopkeepers,10,10,10,8,8,5,10,7,-1,-1,9,3,-1,5,-1,6,-1,1,-1,1,-1,8,0,-1,2,3,-1
48S0HU7,1/10/2018,M,M,1980,Black Widow,politicians,-1,8,10,-1,-1,4,8,-1,4,-1,-1,-1,1,-1,-1,4,3,-1,6,-1,1,-1,-1,10,-1,5,3
PYIAPBT,1/9/2019,M,M,1974,Thanos,politicians,-1,8,1,-1,-1,10,7,1,6,2,10,2,10,4,-1,3,4,5,10,-1,1,10,7,-1,0,-1,0
V3Y9P4U,1/2/2020,F,S,1986,Iron Man,politicians,10,6,10,-1,4,10,10,4,-1,2,9,2,1,-1,5,1,8,3,-1,3,6,-1,4,0,-1,0,2
O1DWK6F,1/5/2010,M,M,1967,Iron Man,hotel/restaurant,10,-1,10,4,3,3,10,0,-1,-1,-1,0,10,2,9,-1,-1,8,2,3,8,-1,3,0,9,-1,-1
D38ALZ3,1/6/2017,M,M,1981,Spider-Man,politicians,8,8,3,-1,10,2,5,3,4,-1,-1,4,7,-1,10,10,10,8,5,1,-1,3,10,3,2,4,10
EEWGC6M,1/3/2018,F,M,1988,Black Widow,shopkeepers,10,7,-1,5,9,6,2,9,-1,3,9,5,1,4,5,6,7,8,8,-1,2,7,-1,10,7,-1,5
WY02LF9,1/7/2018,M,M,1984,Captain America,politicians,-1,0,-1,5,10,10,7,4,10,1,-1,8,10,2,4,5,-1,8,5,7,-1,10,10,4,6,8,5
YEZUFZ2,1/4/2015,M,M,1982,Iron Man,hotel/restaurant,10,10,10,8,-1,9,10,-1,6,-1,-1,0,0,0,5,6,0,-1,9,7,0,2,10,-1,2,6,4
EA19M3I,1/3/2020,M,M,1994,Black Widow,politicians,5,-1,5,7,0,4,0,3,9,5,3,7,2,7,9,8,-1,-1,-1,10,3,8,7,10,1,2,0
L210G47,1/11/2018,M,M,1979,Thanos,politicians,0,7,-1,3,0,10,-1,10,6,7,10,-1,-1,5,-1,-1,2,-1,10,7,-1,10,-1,0,10,9,5
W1K031I,1/6/2018,M,M,1963,Spider-Man,shopkeepers,-1,8,-1,0,10,2,3,3,3,4,3,1,8,10,6,10,5,1,2,4,3,0,10,8,4,3,10
WF9DRYY,1/9/2014,M,M,1973,Groot,freelancers,2,10,6,3,9,2,10,-1,-1,10,5,4,6,-1,10,9,5,-1,-1,6,5,0,-1,6,9,-1,4
ZIHDQNR,1/7/2019,M,M,1974,Iron Man,politicians,10,8,10,6,-1,-1,10,5,10,-1,5,6,-1,9,-1,-1,-1,-1,-1,10,3,8,7,9,2,2,10
Q1I9SYR,1/2/2019,M,M,1969,Thanos,hotel/restaurant,6,4,-1,3,8,10,8,4,5,-1,10,4,3,5,7,4,0,-1,10,-1,1,10,7,0,-1,10,-1
FDTOKHJ,1/2/2019,M,M,1974,Groot,politicians,2,3,3,5,5,5,2,-1,7,10,1,-1,-1,3,10,2,10,9,1,0,4,6,-1,-1,-1,4,-1
ICTPP16,1/7/2019,F,M,1986,Iron Man,politicians,10,-1,10,0,8,3,10,8,0,9,-1,10,-1,6,-1,7,4,-1,8,1,5,1,3,10,5,7,-1
LD9O5N7,1/10/2019,M,M,1994,Black Widow,shopkeepers,1,-1,10,-1,0,4,0,2,1,1,-1,8,6,-1,-1,4,9,8,7,8,8,-1,10,10,3,4,5
53N2VBY,1/8/2019,M,M,1983,Doctor Strange,politicians,-1,10,2,8,-1,3,9,6,6,10,5,3,-1,10,7,-1,0,-1,-1,9,10,6,7,10,-1,0,4
6PUH1AE,1/5/2019,M,M,1975,Groot,shopkeepers,2,7,10,6,0,10,-1,5,-1,10,8,10,-1,3,10,-1,-1,0,-1,2,10,-1,-1,-1,-1,-1,2
5DTLUYK,1/5/2018,M,M,1973,MJ,shopkeepers,9,5,-1,-1,10,3,4,-1,7,-1,-1,10,3,8,3,10,-1,0,-1,9,3,-1,10,1,-1,-1,10
2CFPB9E,1/10/2019,F,M,1983,Iron Man,politicians,10,-1,10,6,6,0,10,-1,-1,0,1,6,10,1,-1,6,3,3,4,-1,3,3,3,-1,6,-1,3
AQ29497,1/7/2017,M,M,1995,Iron Man,politicians,10,-1,10,5,3,1,10,4,-1,3,3,2,-1,2,10,7,-1,9,10,7,10,9,-1,-1,3,4,7
MCLQ8HW,1/6/2019,F,M,1988,MJ,hotel/restaurant,9,2,2,0,-1,4,0,4,2,7,0,10,9,8,-1,10,7,1,3,3,1,6,10,4,10,4,10
OR8NP61,1/4/2019,F,S,1992,Iron Man,hotel/restaurant,10,7,10,-1,9,8,10,3,2,2,-1,10,6,1,2,-1,4,5,2,7,-1,3,8,1,1,-1,-1
FH1S1PG,1/8/2016,F,S,1971,Groot,politicians,8,2,-1,-1,3,4,7,-1,6,10,-1,-1,7,9,10,10,6,-1,-1,-1,4,-1,-1,7,7,5,4
7KPW0DX,1/12/2017,M,M,1981,Ant-Man,politicians,1,6,1,9,1,-1,3,1,-1,-1,1,10,-1,1,2,0,6,8,9,10,6,3,-1,8,-1,3,3
331TBZA,1/7/2013,M,M,1980,Groot,politicians,-1,7,-1,1,10,-1,-1,4,-1,10,-1,-1,9,-1,10,7,1,-1,-1,1,10,3,4,-1,6,-1,-1
ZH3CGAK,1/12/2019,M,M,1986,Black Widow,politicians,7,8,2,10,5,4,5,4,-1,1,0,5,-1,3,4,9,2,7,6,2,9,7,7,10,-1,10,-1
7QI6R4E,1/6/2020,M,M,1976,Spider-Man,shopkeepers,-1,-1,1,5,1,3,2,-1,9,6,-1,0,-1,8,-1,10,6,-1,-1,5,5,-1,10,-1,-1,-1,10
GFWFZ1Y,1/7/2018,M,M,1972,Thanos,politicians,3,7,-1,-1,2,10,-1,1,-1,0,10,-1,10,9,5,9,-1,-1,10,7,-1,10,-1,-1,0,2,0
LU1PXQE,1/7/2019,M,M,1969,Loki,politicians,0,3,8,10,9,5,-1,10,7,10,10,-1,7,-1,6,10,10,9,3,1,9,-1,-1,5,7,1,1
SRYR3X2,1/6/2017,F,U,1996,Iron Man,politicians,10,1,10,4,-1,-1,10,-1,9,-1,4,6,5,-1,4,2,4,-1,7,4,7,3,-1,-1,9,8,-1
W803G9G,1/4/2017,M,M,1984,Ant-Man,politicians,5,-1,3,8,9,-1,-1,7,0,1,-1,10,-1,0,7,4,-1,5,6,10,8,-1,7,10,9,-1,-1
X6A01VV,1/6/2017,M,S,1990,Spider-Man,shopkeepers,8,8,-1,1,5,-1,-1,9,-1,-1,4,2,9,7,-1,10,10,-1,10,4,-1,6,10,-1,9,9,10
K74K7LQ,1/8/2012,F,M,1974,Captain America,politicians,-1,0,3,-1,10,2,7,-1,10,7,-1,4,10,-1,6,1,8,0,8,2,10,-1,2,10,10,7,8
RURCTWJ,1/9/2015,M,U,1989,Ant-Man,politicians,9,-1,8,-1,-1,1,1,-1,8,5,9,10,4,2,9,-1,0,10,2,10,6,0,4,0,-1,-1,-1
JA288XH,1/12/2016,F,M,1986,Captain America,politicians,-1,5,-1,-1,10,2,-1,10,10,9,6,8,10,-1,-1,9,8,4,1,7,7,5,-1,-1,-1,4,-1
T1083RC,1/12/2019,M,M,1969,Iron Man,politicians,10,-1,10,5,7,6,10,-1,-1,-1,7,1,0,-1,3,4,9,3,4,7,4,5,2,3,2,0,7
9OBCI6D,1/8/2019,M,M,1969,Groot,politicians,7,3,-1,-1,-1,-1,3,-1,-1,10,4,3,6,4,10,-1,3,1,1,4,3,10,3,8,1,10,8
3T10JWY,1/10/2018,F,S,1981,Black Widow,politicians,8,8,-1,7,-1,7,5,5,5,1,6,10,9,4,0,-1,9,7,-1,3,3,4,-1,10,2,3,-1
0EQ4UMI,1/1/2018,M,M,1981,Black Widow,politicians,5,7,3,8,-1,2,3,-1,0,4,2,2,0,4,9,4,7,5,-1,9,8,-1,7,10,-1,5,-1
86CHDC5,1/7/2016,M,M,1968,Spider-Man,politicians,-1,3,1,-1,-1,-1,2,-1,3,0,9,9,0,0,2,10,3,5,2,8,6,0,10,6,-1,7,10
XWK22Z9,1/11/2019,M,M,1984,Groot,politicians,-1,-1,0,6,10,6,8,3,3,10,5,4,-1,10,10,7,7,3,8,-1,-1,10,-1,1,5,5,4
F7SWOQP,1/6/2019,M,M,1974,Groot,politicians,-1,8,0,10,-1,-1,5,6,-1,10,6,-1,10,0,10,9,-1,3,-1,-1,7,4,5,-1,10,7,10
UPFSACH,1/6/2018,M,M,1970,Groot,politicians,9,9,7,-1,4,7,-1,10,-1,10,-1,10,6,7,10,-1,10,8,9,10,5,0,-1,5,-1,-1,2
PTH18W8,1/4/2018,M,S,1999,Black Widow,shopkeepers,0,7,8,9,9,2,5,9,5,0,6,1,-1,5,10,4,-1,-1,7,-1,5,2,2,10,5,2,5
IRQ1OR8,1/4/2018,M,M,1978,Iron Man,shopkeepers,10,10,10,10,2,9,10,-1,-1,4,2,10,9,5,-1,7,6,3,7,3,8,-1,6,-1,8,1,-1
QAHPB07,1/10/2013,M,S,1991,Black Widow,politicians,4,5,10,-1,-1,9,4,9,-1,0,3,3,5,9,5,3,0,-1,2,-1,5,-1,0,10,-1,9,-1
NA4YENR,1/7/2019,F,S,1981,MJ,politicians,8,-1,1,6,-1,4,-1,3,-1,-1,0,5,-1,4,-1,10,3,-1,0,9,1,2,10,7,7,-1,10
H4CYGP9,1/6/2015,M,M,1992,Captain America,hotel/restaurant,-1,4,-1,-1,10,10,0,2,10,1,6,7,10,9,3,4,0,8,9,-1,8,-1,-1,5,-1,4,-1
GK15HXA,1/2/2018,M,M,1969,Groot,shopkeepers,3,8,-1,1,-1,3,6,0,3,10,0,2,-1,6,10,0,3,7,6,0,5,10,8,1,6,7,0
DLIBO80,1/10/2019,M,M,1969,Thanos,politicians,1,-1,4,6,10,10,4,7,-1,-1,10,0,9,10,-1,0,-1,0,10,4,-1,10,-1,-1,2,3,3
G9ZJLQU,1/12/2016,M,M,1987,Black Widow,politicians,-1,10,8,-1,4,-1,6,2,3,-1,1,10,-1,2,-1,5,7,-1,-1,7,3,2,8,10,-1,1,10
LNZD3RL,1/5/2019,M,M,1978,Iron Man,politicians,10,8,10,10,-1,5,10,-1,-1,-1,7,0,7,1,4,6,8,-1,0,3,2,3,-1,-1,-1,2,-1
MLU5US4,1/6/2017,F,M,1976,Spider-Man,shopkeepers,2,3,10,-1,2,-1,-1,3,5,-1,-1,10,10,5,-1,10,7,-1,0,-1,4,7,10,-1,-1,-1,10
K4RDAE5,1/1/2019,F,M,1968,Thanos,politicians,5,-1,-1,3,0,10,7,-1,1,5,10,-1,4,8,5,2,1,1,10,1,10,10,6,8,-1,10,9
978WIKC,1/4/2017,F,M,1984,Thanos,politicians,-1,9,0,5,5,10,6,3,3,1,10,4,4,6,3,4,-1,2,10,-1,4,10,3,10,-1,-1,0
Q5860ZU,1/1/2015,F,M,1974,Ant-Man,politicians,7,10,-1,2,1,1,5,0,-1,5,3,10,10,1,8,-1,6,-1,-1,10,8,4,9,5,-1,-1,10
ZPC53YX,1/1/2020,M,M,1969,Iron Man,politicians,10,7,10,-1,9,-1,10,3,0,6,-1,1,7,-1,6,2,-1,-1,6,8,-1,10,1,10,4,2,4
9Q54F1C,1/1/2019,M,M,1972,Thanos,politicians,0,2,9,2,2,10,10,5,-1,6,10,9,2,6,4,7,8,10,10,1,0,10,2,-1,1,1,4
FJ44IHD,1/7/2018,M,M,1982,Black Widow,politicians,1,-1,-1,0,-1,7,1,1,5,0,8,6,-1,4,7,2,6,2,10,5,-1,6,6,10,6,1,-1
XSIISQ1,1/3/2019,M,S,1990,Black Widow,freelancers,10,-1,2,-1,-1,4,-1,0,3,10,4,6,-1,-1,-1,1,5,-1,-1,-1,-1,9,-1,10,9,-1,9
2NHPIYJ,1/6/2018,M,M,1987,Pepper Potts,hotel/restaurant,10,4,10,8,-1,4,10,10,10,2,1,0,2,-1,5,9,-1,2,4,0,1,5,9,-1,-1,7,6
5DOQ6U5,1/4/2019,M,M,1969,Black Widow,shopkeepers,5,0,1,-1,6,5,2,-1,10,-1,1,8,-1,7,6,5,8,1,-1,7,0,7,4,10,6,10,-1
WQLUA1R,1/8/2018,M,M,1982,Thanos,hotel/restaurant,7,-1,-1,-1,3,10,3,8,-1,-1,10,6,-1,7,-1,6,-1,5,10,10,-1,10,6,0,9,8,10
JEU8U2H,1/8/2016,M,M,1970,Spider-Man,hotel/restaurant,0,4,2,8,10,10,3,0,2,-1,-1,-1,1,2,-1,10,-1,3,10,2,-1,-1,10,2,5,0,10
SZXBNSJ,1/12/2019,F,M,1961,Thanos,politicians,-1,6,3,5,10,10,6,10,-1,-1,10,10,0,9,6,-1,-1,-1,10,10,-1,10,6,4,-1,2,-1
SCIUNFR,1/10/2012,M,U,1975,Iron Man,politicians,10,9,10,9,-1,3,10,5,10,-1,2,1,0,-1,3,8,1,3,-1,4,1,1,4,5,7,10,-1
MTRZXU0,1/1/2017,M,M,1984,Captain America,politicians,2,-1,7,10,10,9,0,1,10,9,-1,9,10,-1,8,-1,10,1,1,3,-1,4,-1,9,8,6,10
9LL8EKU,1/8/2019,M,M,1989,Iron Man,politicians,10,-1,10,10,-1,9,10,6,-1,-1,2,2,6,2,3,9,-1,10,-1,0,5,10,-1,1,10,4,-1
2OKX7HK,1/7/2019,M,M,1981,Spider-Man,politicians,1,8,1,2,10,10,9,-1,8,-1,-1,2,7,2,0,10,10,6,-1,8,-1,5,10,4,3,1,10
P7N63T2,1/4/2016,F,M,1973,Loki,politicians,2,9,-1,10,10,-1,9,10,6,-1,-1,10,1,4,10,-1,10,0,1,9,-1,6,4,1,0,-1,8
QL4GZ5V,1/10/2017,M,M,1975,Iron Man,politicians,10,4,10,4,7,7,10,8,-1,10,-1,1,-1,7,4,5,-1,4,5,1,1,-1,0,-1,1,0,-1
KJ5J52B,1/8/2019,M,S,1997,Iron Man,politicians,10,5,10,2,-1,6,10,-1,3,-1,6,-1,0,7,6,9,-1,3,7,2,9,3,-1,7,6,-1,7
0HJV2Y2,1/4/2019,F,S,1982,Groot,hotel/restaurant,0,-1,9,8,4,-1,6,-1,4,10,5,-1,2,7,10,4,6,1,-1,2,-1,7,4,1,-1,6,2
PIKF65M,1/6/2015,M,M,1978,Spider-Man,shopkeepers,7,-1,9,10,9,2,-1,-1,-1,0,8,8,3,-1,-1,10,-1,3,9,3,10,2,10,-1,7,-1,10
LJJH0CH,1/7/2018,M,M,1986,Spider-Man,politicians,2,-1,2,5,3,5,0,8,5,-1,-1,-1,1,5,1,10,4,3,-1,-1,8,10,10,7,6,9,10
UEXHPZ7,1/9/2019,M,M,1975,Captain America,hotel/restaurant,0,-1,6,6,10,-1,-1,8,10,10,1,9,10,7,-1,-1,0,1,-1,-1,3,4,10,1,8,5,8
HP8O10Q,1/11/2018,F,S,1979,Black Widow,politicians,-1,3,0,6,10,6,6,1,4,7,-1,-1,5,-1,4,-1,10,-1,2,8,4,-1,-1,10,-1,4,0
0ZRB0WX,1/12/2018,M,M,1978,Captain America,engineers,-1,6,5,8,10,10,-1,2,10,-1,7,0,10,2,10,-1,1,6,-1,8,-1,-1,-1,9,3,-1,10
8D78CSE,1/10/2015,M,M,1971,Spider-Man,politicians,1,0,1,9,3,-1,1,9,7,5,-1,-1,7,-1,6,10,1,-1,1,-1,-1,3,10,1,10,5,10
LHWTML3,1/5/2019,M,M,1971,Doctor Strange,hotel/restaurant,8,-1,9,-1,8,4,-1,-1,2,8,3,-1,1,10,-1,7,-1,7,0,8,1,1,8,-1,-1,3,-1
M8CQJZX,1/3/2020,M,S,1995,Groot,freelancers,9,5,5,1,-1,9,-1,-1,-1,10,10,1,-1,8,10,-1,-1,-1,-1,9,4,7,1,-1,-1,3,5
QHZOQWD,1/5/2018,M,M,1972,Iron Man,politicians,10,0,10,-1,7,-1,10,-1,0,10,3,3,0,10,-1,-1,10,0,-1,9,5,-1,-1,2,1,0,-1
PKD4LJP,1/9/2019,M,M,1988,Thor,politicians,7,1,10,10,10,3,-1,10,-1,-1,10,2,-1,7,-1,9,10,7,0,-1,-1,6,2,-1,0,8,0
Z349W2D,1/8/2018,F,S,1963,Thanos,hotel/restaurant,-1,0,7,1,-1,10,-1,2,2,-1,10,-1,-1,10,-1,5,-1,-1,10,7,-1,10,3,-1,5,0,2
JEP151F,1/7/2017,M,M,1980,Groot,hotel/restaurant,-1,6,-1,-1,4,2,0,9,9,10,-1,-1,9,8,10,6,-1,-1,10,5,7,9,7,5,-1,3,-1
U919PIG,1/5/2020,M,M,1973,Black Widow,politicians,2,-1,6,7,5,10,-1,10,-1,1,9,-1,10,4,-1,5,1,0,10,4,-1,3,0,10,5,9,5
Q2MN5TH,1/5/2018,M,M,1971,Black Widow,hotel/restaurant,9,4,3,4,7,9,9,0,2,1,2,-1,-1,-1,3,5,10,5,7,2,7,-1,-1,10,-1,6,-1
3N03755,1/12/2017,M,M,1978,Pepper Potts,hotel/restaurant,10,-1,10,5,3,3,10,3,-1,-1,6,4,9,0,-1,-1,-1,7,-1,6,-1,0,-1,8,8,6,4
DJHYSYC,1/7/2019,M,M,1981,Iron Man,hotel/restaurant,10,0,10,8,3,-1,10,1,-1,8,5,1,9,-1,5,7,10,-1,10,3,4,5,8,9,2,10,-1
0Y6IWCF,1/12/2016,M,M,1992,Groot,freelancers,5,3,-1,6,-1,-1,7,-1,-1,10,3,-1,3,-1,10,4,3,10,8,4,10,-1,4,-1,3,9,8
LFLPUTG,1/6/2014,M,U,1977,Iron Man,politicians,10,2,10,1,9,-1,10,0,8,1,3,4,-1,4,-1,-1,-1,5,-1,10,6,7,4,5,2,8,-1
GZ9VDAL,1/5/2013,M,U,1987,Iron Man,hotel/restaurant,10,7,10,-1,-1,-1,10,-1,-1,-1,1,10,2,10,7,6,-1,2,-1,-1,-1,5,7,0,1,2,-1
QH9ZHX0,1/12/2019,M,M,1983,Thanos,politicians,9,5,8,10,7,10,-1,6,7,-1,10,-1,3,10,-1,10,8,-1,10,9,6,10,-1,7,7,4,7
XNZV2JU,1/1/2019,M,M,1979,Iron Man,politicians,10,7,10,0,10,8,10,-1,3,8,-1,10,-1,9,8,7,0,-1,3,10,-1,9,1,6,4,7,6
HCRZBND,1/2/2018,M,M,1995,Black Widow,politicians,-1,6,3,5,-1,5,-1,-1,-1,9,10,-1,1,0,-1,4,10,4,6,-1,7,6,6,10,9,0,10
RZ14CM0,1/12/2016,M,M,1966,Iron Man,politicians,10,3,10,-1,4,7,10,8,6,0,8,6,4,8,7,-1,9,3,9,8,7,9,1,4,0,-1,-1
3ZSKJQW,1/12/2016,F,S,1986,Spider-Man,hotel/restaurant,9,10,6,-1,1,-1,6,-1,1,7,-1,9,4,7,7,10,-1,-1,6,9,2,-1,10,1,-1,-1,10
ITHST7K,1/2/2020,M,M,1986,Black Widow,politicians,8,6,3,-1,6,-1,-1,8,4,4,-1,-1,2,0,1,6,6,-1,-1,4,6,8,-1,10,-1,7,9
3G9RY5J,1/9/2017,F,M,1965,Loki,politicians,-1,5,7,10,-1,4,-1,10,7,0,-1,8,6,2,0,1,10,-1,0,6,10,2,-1,7,0,-1,-1
4ZDT0GQ,1/5/2018,F,M,1979,MJ,shopkeepers,4,7,2,-1,0,-1,8,10,-1,-1,-1,3,8,9,-1,10,10,4,0,3,9,5,10,-1,5,4,10
OSD24YA,1/12/2014,M,M,1971,Black Widow,politicians,-1,7,-1,4,-1,5,9,4,9,9,8,5,5,2,5,0,9,-1,-1,5,1,10,4,10,-1,-1,1
55P9L2F,1/9/2019,M,M,1982,Black Widow,politicians,2,3,4,8,-1,10,-1,1,-1,-1,-1,-1,-1,-1,6,-1,3,-1,-1,-1,-1,5,8,10,2,1,5
5T0KEHD,1/8/2019,M,M,1990,Iron Man,hotel/restaurant,10,-1,10,-1,7,8,10,-1,9,1,10,-1,-1,-1,-1,2,4,10,2,-1,9,-1,2,7,7,-1,6
GT19LVK,1/11/2018,M,M,1987,Thanos,politicians,-1,10,9,6,1,10,8,-1,1,5,10,6,3,-1,4,7,1,1,10,6,-1,10,-1,-1,2,6,10
VA921ZN,1/6/2018,F,M,1983,Captain America,politicians,2,3,4,4,10,-1,2,3,10,3,10,-1,10,4,-1,1,-1,1,7,7,-1,3,2,0,-1,0,0
M01OTZS,1/6/2019,M,M,1996,Spider-Man,politicians,10,2,5,-1,-1,5,7,-1,-1,-1,3,10,9,1,-1,10,-1,8,9,8,3,-1,10,10,-1,5,10
